ROUTE,num_flights,avg_delay_minutes,delayed_percentage
AUS_MCO,8253,18.14,23.77
PHX_EWR,7691,18.14,22.94
MSP_DFW,9327,18.13,20.76
DCA_ORD,18852,18.13,19.14
JFK_MSP,3148,18.13,19.47
ORD_MCI,9572,18.12,23.93
EYW_PIE,574,18.12,19.69
FCA_DEN,3132,18.11,18.65
VPS_BLV,1045,18.11,16.84
JFK_SYR,3552,18.1,22.86
LGA_CLT,15841,18.1,18.3
SGU_DFW,974,18.09,20.33
CLE_MIA,2194,18.09,21.7
ORD_DSM,6648,18.08,23.66
CLT_PBI,5620,18.07,24.45
SLC_SFO,10479,18.06,25.52
DEN_AVL,954,18.06,24.32
DTW_DCA,8091,18.06,21.48
GRR_CLT,2942,18.06,19.54
CMH_PHL,3813,18.06,19.12
MSY_FLL,4295,18.05,23.73
SRQ_FNT,506,18.05,24.7
ORD_BNA,14109,18.05,22.75
DSM_ORD,6639,18.05,20.38
DTW_ATW,2573,18.04,18.58
BWI_BOS,12041,18.04,24.52
EWR_RSW,6103,18.04,22.68
PHL_MSP,5309,18.04,18.63
PHL_BUF,881,18.03,21.68
LAS_CLT,7704,18.01,18.73
CLT_SAV,7832,18.01,22.89
SBP_DEN,2142,18.01,16.29
SAT_EWR,2010,18.01,16.82
TPA_CLE,3090,18.0,21.94
JAX_DAL,554,18.0,26.9
CHA_CLT,2169,18.0,20.79
LEX_CLT,5390,18.0,19.8
MDT_CLT,3358,18.0,16.71
PSP_DFW,2912,18.0,16.21
EWR_RDU,7112,17.99,22.89
LAX_PIT,870,17.99,22.87
MCO_IAD,5294,17.97,20.4
ORD_SAT,4572,17.96,24.28
SRQ_PIT,849,17.96,21.32
SAN_HNL,4632,17.95,27.61
AMA_DFW,6744,17.95,18.55
MLU_DFW,3220,17.95,17.95
PVD_DCA,7317,17.95,19.49
SJC_DFW,3812,17.94,19.7
DCA_PWM,3504,17.94,23.0
ORD_DTW,15853,17.94,21.05
ORD_TUL,4910,17.93,22.89
DCA_CVG,4834,17.93,21.2
CLT_CRW,3388,17.93,22.46
CLT_RSW,5560,17.92,23.63
DTW_MCO,11662,17.91,21.56
CLT_PIT,5651,17.91,24.56
CLT_ATW,867,17.91,27.68
COS_ORD,2103,17.9,16.41
LGA_DEN,14067,17.9,21.56
DFW_SHV,5786,17.9,20.5
RSW_CLT,5555,17.9,17.1
CLT_MSY,5495,17.89,23.48
DEN_PRC,1148,17.89,21.78
PHL_MSY,2979,17.89,21.92
STL_PHL,4267,17.89,18.19
ORD_LAX,20198,17.89,22.37
MSP_OKC,1081,17.89,23.87
PVD_DTW,2151,17.89,15.11
SHR_DEN,2061,17.89,16.3
ATL_MGM,3459,17.89,16.74
LAS_GRR,998,17.89,23.85
DEN_LAS,24451,17.89,26.51
BUF_JFK,7032,17.89,20.02
IAH_TUL,1966,17.88,22.74
JFK_RSW,3814,17.88,23.75
MSP_XWA,2210,17.87,18.55
FLL_SDF,1209,17.87,23.74
DAL_CLT,1117,17.87,26.14
SBN_ATL,2944,17.87,18.34
CLT_LAX,7951,17.86,24.5
MYR_FLL,1311,17.86,19.07
DEN_BHM,3228,17.86,28.59
MSY_EWR,4020,17.86,17.74
DAY_CLT,3929,17.86,16.9
ECP_CLT,3113,17.86,20.82
DEN_IAH,14506,17.85,24.75
HSV_CLT,2940,17.84,19.76
CLT_HPN,4039,17.84,21.81
MEM_LAS,1911,17.84,21.77
PHL_MDW,5005,17.83,22.96
SFB_FNT,855,17.83,23.51
LGA_SRQ,1908,17.82,20.6
ORD_CHA,2548,17.82,23.43
FLL_STX,793,17.82,26.36
TVC_DTW,3378,17.81,18.03
DFW_IAD,5223,17.81,23.01
PHL_STL,4277,17.81,22.09
LAN_DTW,2717,17.81,17.04
DFW_SJC,3839,17.81,26.26
IAH_TPA,4886,17.8,21.76
SAF_PHX,1240,17.8,20.81
TUL_DCA,1014,17.8,18.84
CVG_DCA,4801,17.8,21.64
IAH_ABQ,1556,17.78,24.68
DCA_CAE,3048,17.77,24.9
LAX_SBA,1900,17.77,14.89
IAD_SMF,927,17.77,22.11
LRD_DFW,4419,17.77,16.59
RDU_IAH,2488,17.76,20.38
RDU_ORD,8823,17.76,19.04
PVD_MCO,4702,17.76,22.56
DCA_MSN,2559,17.75,20.16
FLL_PNS,1129,17.75,24.8
MKE_JFK,1608,17.75,18.78
IND_FLL,3048,17.75,22.74
BGM_DTW,577,17.75,14.9
CLT_STL,5813,17.74,24.03
MCO_PIT,6702,17.73,25.84
RAP_ORD,1320,17.73,24.09
PHX_BOS,6096,17.73,20.8
SEA_JFK,8789,17.73,25.3
DEN_MEM,3727,17.71,26.03
ATL_SFO,9613,17.71,25.62
PHL_CMH,3784,17.71,19.11
MEM_IAH,1929,17.7,21.51
DEN_FLL,4867,17.69,26.34
MCO_PVD,4723,17.68,24.22
EUG_SFO,2837,17.68,19.56
DTW_PHX,7051,17.67,20.32
DCA_MHT,3379,17.67,23.05
DEN_FAR,4338,17.67,21.55
MCO_RSW,655,17.67,28.24
MFR_SFO,2816,17.67,19.89
MIA_BWI,7055,17.66,23.08
CLT_CHS,7920,17.66,22.59
BNA_FLL,6138,17.66,23.18
CHS_JFK,4131,17.65,20.75
PHX_EUG,1647,17.65,20.46
AGS_ATL,5049,17.65,16.38
MSY_SAN,803,17.65,31.26
JFK_STT,1603,17.65,16.53
FAY_ATL,1736,17.64,14.29
MKE_IAH,969,17.64,20.64
ORD_LIT,3795,17.64,26.32
MCO_CMH,6578,17.64,25.48
OMA_ORD,6891,17.63,19.52
CID_DCA,1173,17.63,19.01
ORD_CLE,10234,17.63,22.97
SEA_HNL,8491,17.63,26.45
SAN_LAS,20368,17.62,25.04
DAL_JAX,556,17.62,28.06
DEN_RAP,6324,17.62,22.41
FSD_DEN,4962,17.61,20.92
FLL_MCI,1581,17.61,26.69
BOS_CHS,3474,17.59,23.86
HNL_DTW,925,17.59,21.95
TPA_ORD,9204,17.59,20.49
DCA_BUF,3352,17.59,23.0
BOS_ACK,606,17.58,20.96
DAY_DFW,3801,17.58,19.34
LIT_DEN,3881,17.58,21.59
ORD_DEN,18799,17.58,22.48
ATW_DEN,1302,17.58,21.04
JAX_IAD,2208,17.56,17.16
BWI_FLL,10971,17.55,25.1
ORD_SGF,4676,17.55,23.72
LAS_OGG,2397,17.55,22.24
ORD_FCA,1129,17.55,23.12
DFW_LIT,8215,17.55,22.19
FAT_SFO,3612,17.55,20.63
BOS_JAX,3960,17.54,23.11
ONT_SFO,4197,17.54,24.59
ORF_DTW,2329,17.52,16.4
IAH_DEN,14447,17.51,22.58
HSV_DTW,642,17.5,15.26
RDU_JFK,10721,17.5,21.29
SGF_AZA,539,17.5,20.04
BOS_BUF,2954,17.5,22.78
DEN_JAX,2570,17.5,28.48
BOS_BNA,7897,17.5,23.33
CLT_TUL,2270,17.49,24.8
PHL_SEA,3213,17.49,27.11
DAL_LGA,4035,17.49,25.28
LAX_SFO,33710,17.48,27.14
EWR_CLE,6012,17.48,20.53
EWR_MSY,4040,17.48,21.29
SLC_LAS,12711,17.47,24.58
SFO_PHX,13756,17.47,22.06
MLB_CLT,3375,17.47,17.78
DEN_MFR,2172,17.46,25.37
BUF_TPA,2400,17.46,22.79
DEN_TPA,9453,17.46,26.03
DTW_IAD,3740,17.45,19.79
DFW_PIA,2300,17.45,20.39
BWI_MCI,2452,17.45,27.0
DCA_LAX,4311,17.45,21.09
RIC_ORD,2950,17.44,19.46
PHL_SFO,4526,17.44,22.78
ACK_DCA,819,17.43,24.3
HOU_CHS,541,17.43,26.25
MCI_DCA,5497,17.42,20.32
SEA_MSO,729,17.42,32.1
ORD_LSE,1465,17.42,22.39
ORD_BOI,1940,17.42,22.94
DTW_LAN,2717,17.42,18.73
CMI_ORD,2213,17.41,18.21
RSW_ORD,8117,17.41,19.8
TPA_ACY,1172,17.41,19.62
AUS_RDU,3677,17.4,23.28
MDW_BOS,4048,17.4,26.16
JMS_DEN,1034,17.39,16.34
ORD_HYS,506,17.39,23.32
BHM_CLT,6178,17.38,17.95
TPA_SEA,3055,17.38,25.47
DCA_CLE,4223,17.38,21.95
BWI_SEA,1747,17.38,28.51
EWR_BUF,2218,17.37,23.35
DTW_BOS,8158,17.37,22.05
SEA_BOS,7624,17.36,25.64
IAD_BOS,4403,17.36,21.62
DSM_LAS,1568,17.35,20.28
LAS_SDF,1439,17.35,28.56
BDL_PBI,1502,17.35,22.77
PWM_ATL,1643,17.35,19.84
DCA_DSM,2168,17.35,21.22
SGF_DFW,8478,17.35,21.5
SDF_BOS,2089,17.35,22.4
DTW_ORD,15834,17.34,19.89
DTW_AZO,2776,17.34,17.33
PHL_BHM,1488,17.33,19.09
FNT_PGD,866,17.33,23.9
CHS_DEN,2033,17.33,22.43
DEN_CLT,8702,17.33,21.63
FLL_BNA,6156,17.32,24.55
DEN_PIT,5103,17.32,26.53
ORD_ORF,3733,17.32,23.92
JFK_BNA,5998,17.31,21.72
IAH_MKE,966,17.31,20.7
ORD_GRR,8456,17.31,23.04
ICT_IAH,1609,17.31,18.52
TUL_LAX,1366,17.3,16.98
JFK_PDX,2858,17.3,23.48
DEN_XWA,3685,17.3,19.86
ORD_BUF,5561,17.3,23.25
MIA_STX,1810,17.29,23.48
SNA_SFO,13010,17.29,24.64
GRR_BNA,577,17.28,22.36
ABR_MSP,2181,17.28,12.1
IAD_CLT,5842,17.27,18.14
BUF_BOS,2945,17.27,20.31
SFO_SBP,3265,17.27,19.6
LAS_DEN,24384,17.27,24.19
EWR_BGR,1685,17.26,19.47
GSO_DCA,2434,17.26,18.61
AZO_DTW,2782,17.26,15.78
DFW_ASE,3066,17.26,25.05
MKE_LGA,3107,17.25,15.96
RIC_MSP,630,17.25,15.87
PNS_IAH,1438,17.25,13.0
PBI_ISP,2990,17.25,22.68
ILM_CLT,7211,17.24,16.21
ORD_TPA,9209,17.24,23.31
AUS_MEM,559,17.23,27.37
MCO_DAL,7739,17.23,26.85
PHX_TPA,3358,17.23,24.42
EWR_PHX,7739,17.23,20.55
DFW_HSV,5829,17.23,20.59
DEN_COD,1548,17.23,21.71
DEN_OKC,8897,17.23,24.29
MCO_IND,7023,17.23,24.32
IAH_MDW,1482,17.22,20.45
LAS_TPA,3038,17.22,26.73
LGA_ATL,23247,17.21,20.55
CLT_LAS,7710,17.2,24.68
DTW_PLN,2118,17.2,18.7
BNA_SFO,2194,17.2,24.98
CLT_LIT,3433,17.19,24.38
ORD_AUS,9256,17.19,24.42
CLT_OAJ,1668,17.19,21.82
MIA_SAV,2249,17.19,20.85
IAH_SFO,9603,17.18,22.74
MCO_STL,7220,17.17,24.89
BOS_SRQ,1410,17.17,21.7
MCW_FOD,544,17.17,19.85
AVL_LGA,2350,17.17,17.66
ATL_LAS,14860,17.16,25.49
SMF_SFO,3240,17.16,21.17
DCA_OKC,2067,17.15,24.67
ATL_DCA,20252,17.15,23.27
MCO_GRR,1250,17.15,22.8
PDX_MIA,858,17.14,19.81
MCO_DEN,13589,17.14,23.17
CHO_LGA,3084,17.13,21.04
FNT_SFB,855,17.13,20.47
SDF_MCO,2712,17.13,21.42
LIH_SAN,707,17.13,28.29
DEN_SRQ,543,17.12,25.78
SLC_BOS,3837,17.12,21.4
PHL_IND,4299,17.12,20.84
AUS_PHX,10026,17.12,18.64
ATL_BMI,1586,17.12,15.26
MCO_BHM,2141,17.12,25.46
LGA_LIT,1383,17.12,23.07
JAN_CLT,1575,17.12,18.35
DEN_PNS,1222,17.1,25.04
ATL_PHX,11002,17.1,22.34
LFT_ATL,2265,17.09,16.2
ORD_IAD,5275,17.09,22.12
ALB_TPA,676,17.09,21.6
PHX_CVG,1560,17.08,21.03
MSP_RST,2025,17.08,17.88
PHL_DTW,8820,17.07,17.41
MIA_CVG,3248,17.07,23.89
BET_ANC,2119,17.07,31.05
RIC_LGA,6089,17.06,20.33
IAH_DTW,6923,17.06,18.88
DFW_TLH,3077,17.05,22.2
IND_LAX,1982,17.04,17.81
DEN_GTF,2162,17.04,20.58
ORD_PHX,17161,17.04,20.79
CVG_RDU,1239,17.03,20.82
DTW_HPN,2340,17.03,20.26
DEN_CID,3068,17.03,21.41
MCO_MKE,4715,17.03,24.67
DFW_JFK,5794,17.02,21.04
MHT_MCO,2372,17.02,22.68
SEA_SFO,19968,17.02,26.77
PHX_DFW,14845,17.02,19.68
ORD_STL,7393,17.01,22.02
BGR_JFK,834,17.01,15.35
BOS_MEM,1415,17.01,23.46
IAH_TUS,1454,17.0,23.45
PHX_CMH,3117,17.0,24.32
IAD_MCO,5293,17.0,22.24
BOS_MIA,11056,17.0,21.7
DEN_CMH,5258,17.0,26.38
GSO_CLT,6018,16.99,20.07
BOS_JFK,17065,16.99,21.61
ORD_RDU,8854,16.99,21.32
CLT_EYW,3850,16.99,21.53
IAH_MFE,2187,16.98,20.9
DEN_MKE,7683,16.98,24.77
RSW_HPN,1494,16.97,19.14
DCA_RSW,2561,16.97,21.2
CLT_ILM,7227,16.97,21.83
YUM_DFW,1152,16.97,12.07
BOI_SFO,4534,16.97,20.69
DEN_GJT,4876,16.96,21.76
BDL_TPA,2599,16.96,22.74
ORF_LGA,4883,16.96,19.33
DEN_RDU,5708,16.96,27.03
DCA_SFO,2482,16.96,20.63
JFK_MSY,3453,16.96,20.04
IND_PHL,4314,16.95,17.15
CMI_DFW,2137,16.95,16.61
PBI_BDL,1511,16.95,19.66
FLL_TPA,3790,16.95,23.85
CLT_MYR,7337,16.94,21.81
ORD_PIT,9185,16.94,20.57
PSC_SFO,1766,16.94,20.39
EWR_SRQ,2878,16.92,22.31
ABE_SFB,1916,16.91,16.7
IAH_BHM,843,16.91,22.06
ACV_LAX,1077,16.9,13.28
MOB_DFW,3112,16.9,19.6
ORD_SCE,1973,16.9,22.61
GSP_DCA,2907,16.89,20.5
FLL_ORH,941,16.89,21.68
PIE_GRR,1047,16.88,21.97
ABE_PGD,645,16.87,18.29
OMA_MCO,1080,16.87,21.11
PHX_MAF,1074,16.86,18.9
TPA_SAN,842,16.86,25.06
SLC_MKE,908,16.86,20.15
TPA_TTN,973,16.85,20.97
BNA_LGA,12591,16.85,20.0
AZA_ATW,652,16.84,21.47
DCA_ROC,3133,16.84,20.4
DEN_LEX,819,16.83,21.86
MCO_SLC,5466,16.82,21.53
BOI_ORD,1936,16.82,16.74
IAH_RSW,2253,16.81,23.48
DEN_OAK,5487,16.81,29.2
GSP_IAH,823,16.81,13.49
ALB_ORD,4057,16.81,20.56
DCA_JAX,4384,16.8,20.51
DCA_VPS,1171,16.8,21.86
DEN_DAL,9572,16.8,26.85
IAD_ATL,10477,16.79,18.64
PHL_SDF,1288,16.79,18.63
BDL_RSW,848,16.79,22.76
DEN_DAY,823,16.78,26.25
PHL_MKE,1198,16.77,19.78
MEM_PHL,1813,16.76,16.0
SJT_DFW,3200,16.76,17.91
IAH_LAS,11961,16.76,21.66
GSP_CLT,7783,16.76,20.62
GUC_DEN,2267,16.76,18.44
AUS_IAH,7003,16.75,21.53
CLT_MCI,3987,16.75,23.9
ATL_LGA,23202,16.75,22.06
HSV_DEN,2080,16.74,18.8
DTW_OMA,3163,16.74,20.17
DEN_CVG,5233,16.74,23.35
ORD_GSP,3984,16.73,22.26
DFW_GRI,2103,16.73,19.59
OKC_ORD,6198,16.72,18.7
CLT_SAN,4694,16.72,24.9
AUS_TPA,3661,16.72,23.93
LAS_LAX,28583,16.71,23.22
CLT_LEX,5390,16.71,23.15
PIE_ABE,798,16.71,17.92
RNO_AUS,562,16.71,24.02
DEN_GSO,821,16.71,26.43
IAH_DCA,6764,16.71,22.66
PHL_BNA,8156,16.71,21.11
MSN_PHL,522,16.7,19.73
MCO_BWI,15494,16.7,23.58
PWM_ORD,3205,16.69,20.62
MSP_SAT,2589,16.69,21.75
HIB_MSP,1824,16.69,13.49
ABE_CLT,3115,16.69,13.93
CLT_ABE,3117,16.69,21.08
JFK_HNL,2021,16.68,25.09
CLT_CHA,2168,16.68,23.06
DCA_BTV,3777,16.68,20.41
COS_DEN,14295,16.68,20.52
ORD_LAS,15805,16.67,23.05
SAN_JFK,7143,16.67,20.31
MCI_ORD,9547,16.67,18.94
MCO_BNA,9222,16.67,24.51
SYR_ORD,5223,16.67,20.35
SFB_MDT,793,16.67,24.46
LAX_EWR,16284,16.65,20.24
EWR_CVG,4330,16.65,18.68
OMA_CLT,2517,16.65,18.39
ORD_CWA,981,16.64,22.73
DEN_RDM,2160,16.64,23.19
CLT_BNA,11532,16.64,23.2
LAX_LAS,28599,16.64,23.67
FNT_SRQ,507,16.64,23.27
ALB_ATL,3003,16.63,17.55
DTW_TVC,3375,16.63,19.29
DEN_GUC,2258,16.63,17.23
STL_DEN,11436,16.63,21.83
DEN_TYS,2784,16.62,22.88
FLL_BWI,10972,16.62,24.27
CAE_LGA,1930,16.61,16.22
CVG_PHX,1555,16.61,19.74
ATL_SJU,6115,16.61,23.73
MCO_STT,1374,16.61,22.93
AUS_MSP,4474,16.6,18.75
CLT_SLC,2772,16.6,23.09
MTJ_DEN,4372,16.6,21.04
SAN_TPA,845,16.6,24.5
ORD_MIA,12619,16.6,22.4
AUS_ORD,9257,16.59,19.51
STL_DCA,6863,16.59,21.52
DEN_OMA,9697,16.59,24.7
JFK_SFO,20354,16.59,20.88
LGA_RDU,10586,16.59,19.98
LGA_DAL,4025,16.59,22.58
LGA_BGM,631,16.58,16.64
LGA_OMA,2872,16.57,17.93
PIT_MIA,1881,16.57,20.41
DAB_CLT,3799,16.57,16.5
SAN_PHL,2808,16.57,12.0
PDX_EWR,2474,16.57,19.4
AEX_ATL,1609,16.56,13.42
DEN_DSM,6796,16.56,23.43
ORD_SRQ,2242,16.56,22.35
LAS_CVG,2189,16.56,20.51
OMA_DEN,9707,16.56,21.92
ORD_IAH,15380,16.56,22.0
BWI_PBI,3979,16.56,25.63
ORD_CMI,2209,16.55,24.31
STS_PHX,1621,16.55,17.52
HOU_MIA,1952,16.54,25.92
MCO_ALB,3077,16.53,22.2
STL_PHX,6432,16.53,20.54
RIC_FLL,2445,16.52,19.92
ORD_PVD,3707,16.52,23.15
FLG_PHX,3861,16.52,14.48
CLT_MDT,3358,16.51,21.74
AUS_LAS,9567,16.51,23.17
ORD_MSY,5436,16.5,21.98
ICT_DEN,5485,16.5,18.81
SLC_DEN,23307,16.5,22.81
STL_MCO,7178,16.5,21.52
JFK_SAV,3845,16.49,21.17
BOS_DCA,27830,16.49,20.26
SFB_ABE,1918,16.48,20.96
DAL_TPA,3976,16.48,25.48
LAS_AUS,9565,16.48,23.83
DEN_PHX,27293,16.46,24.11
LGA_MDW,7134,16.46,21.98
BIL_DEN,4133,16.45,19.89
LAX_ATL,15971,16.45,21.01
SAF_DEN,2246,16.45,19.86
MSY_MCO,7137,16.45,21.77
ATL_BWI,17954,16.44,23.16
DFW_SBN,2749,16.44,21.28
MCO_FLL,3937,16.43,23.34
GRR_PIE,1045,16.43,20.67
AUS_CVG,1579,16.42,19.57
JFK_SRQ,1163,16.42,23.47
IAH_XNA,595,16.41,17.82
PVD_TPA,1608,16.41,22.64
TLH_DCA,1070,16.41,16.45
CLT_TYS,5922,16.41,23.32
DEN_GRR,3761,16.41,25.23
FLL_DTW,7495,16.4,20.84
PIT_MCO,6662,16.4,21.77
BUF_MCO,5018,16.39,20.19
OKC_DEN,9136,16.39,21.75
MDW_SJC,1610,16.38,27.27
MCO_MDW,8731,16.38,25.29
RDU_CLE,517,16.38,17.41
DEN_SAF,2243,16.38,20.64
EYW_ATL,4335,16.37,16.66
EWR_ORF,2643,16.37,20.39
IAH_BWI,3300,16.37,21.88
FLL_MDW,3601,16.37,23.97
DEN_RIW,1757,16.37,16.73
TPA_SJU,4598,16.37,22.42
PIE_LEX,546,16.36,23.26
SAN_EWR,4710,16.36,18.39
TPA_ATL,19222,16.36,20.58
ORD_FOD,1272,16.36,21.54
PHL_SRQ,1560,16.35,20.9
DTW_HNL,922,16.35,18.76
ORD_MDT,3353,16.35,22.82
SRQ_EWR,2874,16.35,16.95
DEN_SEA,19604,16.35,24.78
DFW_GCK,2112,16.34,20.79
DEN_OGG,1063,16.34,19.66
PIT_FLL,3079,16.33,22.64
DEN_ONT,8387,16.33,25.97
BWI_JFK,1463,16.33,16.68
MDW_PHL,5013,16.33,24.46
ILM_DFW,1722,16.32,20.03
DAL_ATL,10381,16.32,20.18
DTW_PVD,2152,16.32,18.73
MIA_IAD,1533,16.31,17.94
SFO_BOS,13521,16.31,21.3
SFO_JFK,20286,16.31,19.04
SJU_ORD,3366,16.3,21.3
BOS_PDX,1839,16.3,24.09
SBN_MSP,1085,16.3,13.18
DTW_BUF,3554,16.29,19.19
IAD_BNA,3037,16.29,18.37
MAF_PHX,1082,16.28,12.66
DAL_MCO,7717,16.28,24.75
BWI_RSW,4304,16.27,24.93
JFK_ITH,1385,16.27,16.97
DEN_HDN,4412,16.27,22.1
AUS_LAX,12298,16.26,19.69
ORD_ANC,2306,16.26,23.94
BTV_EWR,2507,16.26,18.23
DEN_BFL,1618,16.26,21.51
DAL_DCA,5029,16.25,24.76
DTW_PBI,1233,16.25,21.25
TPA_PVD,1613,16.24,23.37
SFO_MIA,4485,16.24,18.19
DFW_MSO,1270,16.24,23.86
BGR_EWR,1703,16.24,21.26
BZN_DEN,7874,16.24,22.39
ORD_CMH,10592,16.23,22.62
OKC_IAH,2615,16.23,19.31
IAH_MAF,2246,16.23,20.35
PHL_LAX,7502,16.23,20.99
XNA_CLT,4579,16.23,18.08
IAH_SLC,5920,16.23,18.61
MSY_ORD,5413,16.23,16.57
HOU_CMH,1066,16.22,26.45
BOS_ATL,14883,16.21,20.78
MSP_MCO,5999,16.21,20.32
DTW_MBS,3257,16.21,17.96
MKE_EWR,2418,16.21,18.49
PHX_LBB,1091,16.2,16.68
BHM_MCO,2143,16.2,22.45
AUS_JAX,787,16.2,22.24
DEN_LIT,3891,16.2,23.54
CLT_MHT,2906,16.2,21.47
ATL_HHH,578,16.2,15.74
TPA_PHX,3345,16.19,19.97
ONT_LAS,7936,16.18,21.62
LGA_BOS,22301,16.18,19.78
ATL_BOS,14922,16.18,22.02
ORD_ROA,2045,16.17,21.96
SFO_SAN,18965,16.17,25.73
IAH_BNA,5652,16.17,20.91
BOS_DTW,8159,16.17,20.79
DTW_PWM,1715,16.17,18.48
LGA_MCI,5763,16.17,20.34
STL_SMF,931,16.17,29.22
ATL_DEN,17583,16.16,23.3
ATL_IAD,10477,16.16,19.88
DCA_BDL,5583,16.16,21.51
DTW_BHM,1215,16.15,22.39
AUS_DTW,4066,16.15,15.17
DFW_JAN,5472,16.15,20.45
GPT_DFW,3033,16.14,16.29
MCO_SAT,3530,16.14,23.48
DEN_BUR,5976,16.14,25.28
BHM_ORD,2074,16.14,20.25
DTW_GRR,4349,16.14,20.33
TPA_MDW,5340,16.14,21.61
DFW_YUM,1162,16.13,21.43
PIA_PGD,548,16.13,21.35
BIL_DFW,1920,16.13,18.44
GSO_ORD,3363,16.13,20.7
SAN_PHX,16473,16.13,21.08
EVV_ATL,2152,16.13,15.99
ATL_SHV,3548,16.12,18.01
BOS_MDW,4006,16.11,22.59
DEN_HSV,2080,16.11,22.4
SFO_DEN,16280,16.11,23.17
DCA_HSV,3930,16.11,21.58
PHX_MCO,5097,16.11,22.39
BWI_TPA,8994,16.11,23.08
IAH_ELP,539,16.11,16.88
BHM_MIA,2133,16.11,20.21
CLT_HSV,2930,16.1,20.17
PDX_JFK,2854,16.09,19.83
ROC_ORD,5198,16.08,20.8
BWI_MKE,2575,16.08,25.24
MEM_ORD,5424,16.08,20.08
DEN_SLC,23393,16.07,23.18
RSW_MKE,1208,16.07,22.27
MCO_ISP,4183,16.07,23.4
MYR_ACY,798,16.07,19.42
JAX_MSP,1018,16.07,16.21
ATL_LAX,15995,16.06,23.11
EGE_DEN,3774,16.06,21.2
DCA_ILM,2326,16.06,21.02
DFW_IDA,1580,16.05,22.34
DEN_IND,7679,16.05,24.5
IAH_PIT,1933,16.04,21.37
MDW_IAH,1497,16.04,25.45
COS_IAH,1041,16.04,16.81
LAS_ORD,15769,16.04,20.19
DAL_ONT,1138,16.04,25.4
SAT_MCO,3503,16.03,20.53
BOS_SAT,1025,16.03,21.95
RDM_LAX,1465,16.03,14.54
PHL_ATL,17012,16.03,20.49
PDX_SFO,10395,16.03,23.83
MSP_SNA,1720,16.03,24.65
BOS_SFO,13514,16.02,22.61
GNV_CLT,1232,16.02,12.82
MDW_SRQ,1473,16.02,26.82
SDF_PHL,1305,16.02,13.72
FLL_DEN,4857,16.02,21.35
EUG_SAN,688,16.01,24.13
ATL_EVV,2156,16.01,14.94
JFK_PHX,7842,16.01,19.84
DEN_EAR,719,16.01,18.64
DEN_TUL,6475,16.01,24.66
CMH_FLL,3058,16.0,22.4
ACY_MCO,2673,16.0,18.48
ORD_TUS,2848,16.0,22.26
DEN_CLE,5488,16.0,23.67
MSP_BOS,6261,16.0,22.41
PHX_RDU,1624,15.99,22.97
IAH_PDX,2778,15.99,21.27
FSM_DFW,3325,15.99,18.83
DCA_CHS,5209,15.98,21.14
BNA_MCO,9215,15.98,22.25
GTF_DEN,2147,15.98,17.09
PVD_LGA,1272,15.97,14.07
SFO_STL,1264,15.97,26.98
TPA_DEN,9434,15.96,21.14
RSW_MCI,634,15.96,21.77
MAF_AUS,2303,15.95,16.07
DCA_SRQ,1118,15.95,22.0
ORD_SEA,15185,15.95,22.79
TPA_SAT,1301,15.95,24.9
IAH_IAD,5269,15.94,22.24
SLC_FLL,1620,15.94,20.25
MOT_MSP,3860,15.93,17.44
AUS_PIT,816,15.93,26.84
PHX_MSY,2272,15.93,23.68
DEN_KOA,1087,15.93,18.58
DEN_LBF,1811,15.93,20.1
BNA_GRR,578,15.92,21.97
BWI_PHX,3662,15.92,24.63
DCA_DTW,8087,15.92,18.63
RSW_IAH,2245,15.92,18.84
ORD_BDL,6106,15.91,21.04
HOU_SRQ,699,15.91,21.17
MDW_ALB,2011,15.9,26.5
TLH_CLT,1952,15.9,17.52
SBA_PHX,3746,15.9,15.62
DTW_APN,1554,15.89,17.05
MCO_OKC,876,15.89,24.32
MLI_DEN,1078,15.89,18.18
DEN_SHR,2070,15.89,17.1
DTW_ORF,2324,15.89,18.8
DTW_BTV,865,15.89,19.88
LGA_CHS,4576,15.89,20.48
MSO_SEA,728,15.88,25.96
IAH_SJU,2727,15.88,21.16
ORD_MEM,5434,15.88,23.1
TPA_MKE,1426,15.87,23.14
DAL_CMH,1243,15.87,24.46
FLL_STL,2370,15.86,24.68
DTW_MDT,1306,15.85,17.84
LAX_PHL,7497,15.85,18.66
SHV_ATL,3546,15.85,15.34
DSM_DCA,2169,15.85,19.09
DAL_BUR,1248,15.85,25.16
EWR_JAX,3901,15.85,20.25
PHX_PIT,1986,15.84,21.2
DEN_SGU,2369,15.84,20.64
PIE_FWA,535,15.84,21.31
ATL_ATW,1090,15.84,17.98
LAS_DSM,1565,15.83,24.35
JFK_BTV,2313,15.83,20.19
BWI_ATL,17874,15.83,20.56
DSM_DEN,6788,15.83,18.96
DFW_LFT,4639,15.82,20.52
IND_RSW,2622,15.82,21.55
MCO_SEA,5420,15.81,21.68
SAV_DAL,1086,15.81,24.49
JFK_PWM,2525,15.8,21.15
FLL_SLC,1624,15.8,19.64
IAH_SAT,6669,15.8,21.68
ORD_JAX,4828,15.8,21.67
BWI_MSY,3282,15.8,25.29
PHL_PVD,2095,15.8,18.04
LGA_SAV,2756,15.79,21.77
CAE_ORD,1532,15.79,18.15
HOU_PIT,828,15.79,22.46
SEA_EWR,5999,15.79,21.55
DEN_SAN,16192,15.79,24.75
RDU_FLL,4021,15.78,21.09
PVD_PHL,2093,15.77,14.29
OGG_SEA,5162,15.77,21.48
