ROUTE,num_flights,avg_delay_minutes,delayed_percentage
HPN_ACK,582,11.8,13.23
MDW_LGB,1354,11.8,21.71
BNA_DTW,6742,11.8,15.44
IAD_BDL,2229,11.79,17.32
SLC_SAT,3031,11.79,17.32
HNL_SMF,2184,11.79,21.29
BFL_DEN,1623,11.78,11.95
SNA_DEN,10958,11.77,16.94
PHX_MCI,7488,11.77,18.83
ORD_BHM,2070,11.77,18.65
MIA_GSP,1457,11.77,20.38
RIC_MDW,1380,11.77,19.06
DFW_FSM,3315,11.76,17.04
DTW_SJU,1137,11.76,19.0
SRQ_MSP,754,11.76,15.12
RSW_BWI,4297,11.76,17.48
OKC_LAX,2291,11.76,14.05
EWR_GRR,2408,11.76,16.2
LGA_ROC,2237,11.76,14.84
LGA_RIC,6056,11.75,17.09
PHX_BNA,6703,11.75,19.07
PIT_DTW,3739,11.75,13.11
PHX_MSP,9863,11.75,15.42
ATL_MOB,3386,11.75,15.59
DTW_SDF,3432,11.74,15.5
SAV_BNA,1955,11.74,19.8
LAS_SJC,13118,11.74,19.94
MDW_COS,1183,11.73,19.7
STL_ICT,2012,11.73,19.04
BUR_BOI,1105,11.73,17.83
ABQ_SEA,1441,11.73,21.44
ATL_MSP,10967,11.73,17.33
JFK_ORF,4350,11.73,14.48
DAL_VPS,1209,11.73,17.62
TRI_ATL,3293,11.72,11.75
PHX_ONT,9237,11.72,18.53
MCI_MSP,4296,11.72,14.25
MDW_MCI,6641,11.72,19.76
SJC_SAN,16982,11.72,20.59
BNA_SRQ,1984,11.72,17.49
SLC_IND,655,11.71,15.73
JAX_IAH,2032,11.71,12.11
SFO_IND,1297,11.71,18.35
MDW_TUL,1348,11.7,18.69
DAL_AUS,7695,11.7,18.73
LAX_KOA,4913,11.7,16.18
PDX_STS,859,11.69,18.86
SEA_BUR,4551,11.69,22.41
SLC_SNA,5038,11.68,15.28
TUS_SAN,1809,11.68,18.3
OKC_AUS,1429,11.68,17.91
ATL_MYR,4259,11.67,16.79
AUS_ATL,12870,11.67,16.11
ADQ_ANC,2394,11.66,14.95
MSP_BRD,1870,11.66,14.33
MSP_BOI,2384,11.66,18.2
CMH_MSP,3249,11.66,13.48
ATL_STT,1831,11.65,20.15
SLC_PHL,1889,11.65,18.42
LAX_STS,1875,11.65,17.01
HOU_DAL,12078,11.65,17.3
IAD_RSW,1524,11.64,14.37
HRL_MSP,517,11.64,12.77
ATL_TYS,6661,11.64,16.27
PHX_BFL,3483,11.64,15.04
MDW_IAD,888,11.63,20.5
TUS_LAS,3770,11.63,17.56
HOU_ECP,1209,11.63,18.61
JNU_SEA,4738,11.62,16.15
PVU_SNA,1074,11.62,17.6
RDU_DTW,4537,11.62,13.0
IAD_PWM,2018,11.62,13.38
SEA_STL,2538,11.61,22.77
DFW_MHK,2585,11.61,17.49
RDU_HOU,795,11.61,17.48
JAX_ATL,12754,11.61,14.66
RDM_SEA,5214,11.6,15.0
RDD_LAX,1061,11.6,10.08
ABQ_IAH,1548,11.6,13.37
SLC_LAX,12943,11.59,16.46
MYR_CLE,535,11.59,14.77
RDU_SLC,1210,11.58,15.45
SEA_GEG,15387,11.58,18.93
DFW_EVV,2712,11.58,18.22
GSP_PHL,1453,11.57,11.49
SFO_SNA,13015,11.57,18.32
STT_IAD,909,11.57,17.05
AUS_DAL,7661,11.57,17.49
DFW_MLU,3215,11.56,16.86
SEA_BNA,3916,11.56,22.5
SLC_STL,2930,11.55,16.14
IND_ATL,9868,11.55,13.79
SEA_MCO,5404,11.55,19.93
LAX_PSP,789,11.55,14.58
PHX_MRY,3816,11.55,16.19
IND_DCA,5898,11.54,15.9
SBA_LAX,1911,11.54,9.94
BUF_MDW,2388,11.54,16.58
CLT_TRI,701,11.53,12.98
SLC_BZN,3419,11.53,13.34
IAD_SAN,4350,11.53,16.37
VPS_MSP,884,11.53,15.05
CID_AZA,604,11.53,15.23
PNS_STL,541,11.52,16.45
ATL_AVL,6041,11.52,15.89
MCI_BWI,2447,11.51,18.35
TUS_SEA,3117,11.51,16.17
EWR_MKE,2415,11.51,16.4
HOU_OKC,3950,11.51,18.94
LAX_MCI,3870,11.5,16.1
GEG_MSP,2358,11.5,14.33
SFO_AUS,6589,11.5,17.03
SEA_BZN,2536,11.5,21.57
LAX_IAH,15857,11.5,14.67
HOU_ABQ,2843,11.5,19.13
SAN_BWI,2559,11.49,19.81
BUR_SEA,4515,11.49,17.94
ATL_CVG,8392,11.49,16.62
LAX_CMH,978,11.48,13.29
ONT_PHX,9236,11.48,14.85
HOU_HRL,3992,11.48,19.44
DFW_LRD,4428,11.48,18.29
STL_CLE,2102,11.48,20.12
LGA_BUF,5604,11.48,16.36
RSW_ATL,9211,11.48,12.8
SFO_DTW,4742,11.48,15.98
SFO_TUS,2769,11.48,16.43
BUF_DEN,1332,11.47,20.05
PHX_SMF,10619,11.47,18.17
DTW_ROC,3058,11.47,14.39
ATL_GRR,4111,11.47,16.42
RHI_MSP,2245,11.46,11.76
ATL_VLD,1574,11.46,13.34
MSP_HIB,1815,11.46,14.33
LGA_BGR,2272,11.45,13.56
PDX_DEN,13206,11.45,17.24
DEN_SNA,10973,11.44,20.3
COS_DAL,2719,11.44,17.03
IAD_RDU,2995,11.44,15.93
AUS_BWI,4033,11.43,18.4
OKC_MIA,575,11.43,13.39
ATL_PDX,4154,11.43,18.05
MSP_BWI,4201,11.42,17.54
MDT_ATL,2945,11.42,12.43
BNA_MSY,3987,11.41,18.43
SFB_BGR,696,11.41,15.95
ORD_SNA,6633,11.41,18.12
LGA_TYS,3051,11.41,16.36
ORD_PNS,1291,11.41,16.42
PHX_HOU,6033,11.4,20.11
HOU_OMA,1124,11.4,14.77
STL_TUL,2020,11.4,18.22
LAX_DTW,8123,11.4,15.49
HNL_SAN,4680,11.4,18.29
SRQ_STL,1055,11.4,15.26
OMA_PHX,5225,11.39,15.43
BNA_MYR,1899,11.38,18.64
LIH_LAX,4531,11.37,14.59
LGA_ILM,4225,11.37,17.61
IAH_SNA,3731,11.36,17.29
SEA_OGG,5180,11.36,18.82
BZN_SEA,2528,11.36,17.96
MSP_MEM,2596,11.36,16.95
SEA_KOA,4164,11.35,21.01
JFK_CVG,4576,11.35,15.12
BDL_DEN,2437,11.35,17.44
HOU_SAN,2410,11.35,20.21
HNL_PHX,3976,11.35,13.63
MLB_ATL,4163,11.34,12.59
ATL_VPS,6416,11.34,16.16
ELP_SAN,1040,11.34,18.46
SLC_BWI,2008,11.34,20.42
HOU_MDW,5274,11.34,19.15
LGA_SDF,4363,11.33,13.8
OAK_DEN,5545,11.33,19.75
SEA_SAT,1732,11.33,22.98
SDF_HOU,943,11.33,19.51
LAS_KOA,1047,11.32,22.45
ATL_SAV,8152,11.32,17.54
ATL_BNA,11526,11.31,17.05
SFO_KOA,2318,11.31,16.95
STL_MSY,2136,11.31,17.88
BTV_IAD,1512,11.31,13.36
CLT_STT,1662,11.3,16.79
SEA_CLE,1404,11.29,23.86
BNA_SEA,3908,11.29,19.06
CWA_MSP,1447,11.29,10.5
ACY_RSW,1201,11.28,12.66
MSN_ATL,3023,11.28,9.69
PHX_MDW,8951,11.28,19.55
LIH_SJC,728,11.28,18.68
PSC_MSP,1092,11.27,7.05
BZN_LAX,1637,11.27,13.13
CMH_SEA,1381,11.26,19.84
SAT_SAN,1750,11.26,19.03
HOU_SAT,4869,11.26,18.96
PWM_IAD,1957,11.25,12.77
MCI_MSY,1170,11.25,19.15
SEA_TUS,3127,11.24,19.19
PHX_ELP,7723,11.24,16.43
EUG_SJC,847,11.24,19.13
ATL_CMH,9337,11.24,17.33
GRR_BWI,1143,11.23,19.16
SNA_IAH,3756,11.23,12.25
CVG_BNA,578,11.23,17.82
BNA_CMH,2427,11.23,18.17
PHX_COS,2913,11.22,20.94
PHX_SJC,9138,11.22,17.78
RIC_ATL,9155,11.22,14.12
BNA_MCI,3693,11.21,18.2
LAS_LIH,1032,11.21,23.16
MCO_ROC,1849,11.21,16.66
HOU_ELP,3121,11.21,18.52
SAT_ATL,9136,11.2,14.61
CHS_SEA,1030,11.2,21.26
DFW_GJT,2825,11.2,17.13
PSC_DEN,2153,11.2,13.75
IND_JFK,5254,11.2,14.26
HOU_TPA,3041,11.19,18.02
KTN_WRG,1062,11.19,18.83
MSY_BNA,3991,11.18,17.92
ORD_CHS,4288,11.18,17.3
ATL_MLB,4160,11.18,16.39
ATL_IND,9876,11.18,17.41
OAK_BOI,1996,11.18,19.74
TUS_LAX,7547,11.18,14.34
JAX_DTW,1598,11.16,16.71
LAS_MEM,1912,11.16,15.59
CLE_RDU,517,11.16,17.41
DEN_GSP,1126,11.15,17.05
MDW_TUS,735,11.15,21.09
MCI_HOU,2873,11.15,18.62
DTW_TYS,1001,11.14,13.99
BNA_CHS,2412,11.14,19.24
HOU_TUL,2085,11.14,18.8
ATL_OMA,5868,11.14,16.46
ATL_OKC,5881,11.14,16.31
ATL_MEM,10041,11.14,16.96
LAS_LGB,6738,11.14,20.75
PSP_IAH,619,11.14,15.02
STL_SEA,2530,11.13,18.5
MSP_PIT,3016,11.13,15.72
SAN_IAD,4359,11.13,14.13
ATL_ROA,2490,11.13,14.78
DSM_MSP,2066,11.12,14.33
SEA_SAN,13663,11.12,19.97
BWI_SFO,1894,11.12,17.37
BNA_LGB,1099,11.12,19.29
ABQ_LGB,669,11.11,16.89
SEA_LAX,22227,11.1,17.17
ATL_BHM,8684,11.1,16.13
EWR_PVD,765,11.1,17.78
DFW_RAP,2896,11.1,17.78
SJC_AUS,3947,11.09,18.82
KOA_SJC,1114,11.09,17.24
STL_PIT,1157,11.09,17.63
CVG_JFK,4556,11.08,13.5
SAT_DTW,2743,11.08,11.08
ROC_BWI,3351,11.08,15.43
VLD_ATL,1580,11.07,12.15
SEA_SMF,12461,11.07,19.49
BNA_SAV,1960,11.06,19.03
BHM_MDW,1796,11.06,16.82
SDF_DTW,3434,11.06,12.38
SRQ_BNA,1977,11.06,15.88
STT_EWR,715,11.05,13.43
DFW_CRP,6970,11.05,16.93
MCI_SLC,2951,11.05,11.69
ATL_STL,10395,11.05,17.61
AUS_MDW,4400,11.05,17.7
PGD_FWA,625,11.04,17.44
MSP_RDU,3631,11.04,16.58
ATL_TUS,2368,11.03,16.64
IAH_DAL,2174,11.03,15.09
JAN_HOU,2576,11.02,15.33
LIH_SEA,3032,11.01,15.9
MDW_ABQ,1420,11.0,19.65
MEM_HOU,1968,11.0,17.48
DTW_JAX,1596,11.0,18.17
DAB_ATL,4471,10.98,12.19
PDX_BUR,3118,10.98,16.84
RDU_LAS,1789,10.98,18.28
CMH_LGA,9155,10.98,15.24
SRQ_ATL,7619,10.98,12.42
BUR_RNO,1199,10.98,17.35
PHX_BWI,3696,10.98,19.64
SLC_CVG,2105,10.98,15.25
LGB_DEN,3179,10.98,16.73
DAL_LGB,1834,10.97,19.79
ANC_CDV,1075,10.97,19.72
LGA_PVD,1272,10.97,14.07
LAS_MSP,7818,10.97,15.68
ATL_TLH,5339,10.96,15.6
DAL_MAF,4343,10.96,17.55
HOU_ONT,804,10.95,17.79
MSP_DTW,6630,10.94,15.07
MSO_SLC,3151,10.94,9.93
SFO_IAH,9570,10.94,16.57
OAK_SEA,6690,10.93,19.55
MEM_SLC,1090,10.93,9.27
MSP_MDW,8829,10.92,16.48
MDW_JAX,1112,10.92,18.79
SEA_PIT,1302,10.92,21.66
PHX_DAL,8864,10.91,18.43
OGG_SMF,1584,10.9,17.93
BZN_SLC,3430,10.9,11.25
STL_BWI,3829,10.9,17.58
SDF_LGA,4377,10.89,13.43
CVG_ATL,8391,10.88,13.1
KOA_SEA,4167,10.88,14.76
LAX_MSY,4967,10.88,15.72
BNA_SAT,2415,10.88,17.97
JAX_MDW,1125,10.88,17.51
OAK_PHX,6114,10.87,18.42
HOU_MAF,3839,10.87,16.88
CLT_HHH,2874,10.87,19.07
SBA_SLC,1328,10.87,7.83
DTW_STL,5630,10.87,15.77
BNA_CVG,579,10.87,20.55
PHX_CLT,8479,10.87,13.16
OKC_ATL,5877,10.86,11.28
ABQ_AUS,2785,10.86,18.03
MSP_FLL,2097,10.85,16.55
SMF_DEN,11674,10.85,16.58
JFK_CLE,4269,10.85,14.62
LGA_CHO,3112,10.84,15.26
TUL_ATL,4493,10.84,12.17
LAX_HOU,3590,10.83,20.03
GRR_MDW,2850,10.83,16.95
DCA_EWR,1289,10.83,13.58
LGA_MVY,1008,10.83,15.38
CMH_BOS,5293,10.83,14.91
OAK_KOA,793,10.83,18.92
ATL_ECP,6436,10.82,16.05
GEG_SLC,5034,10.82,11.46
AUS_LGB,1753,10.82,21.11
BDL_BNA,1120,10.82,17.68
LGA_DAY,1300,10.82,14.46
BDL_MDW,2171,10.82,15.15
JNU_ANC,3549,10.81,13.13
DAL_SAT,8321,10.8,17.94
BLI_OAK,1220,10.8,14.67
ATL_LIT,6740,10.8,15.36
SEA_ONT,7355,10.79,18.22
ALB_LGA,1519,10.79,12.97
SJU_IAD,1432,10.78,14.8
JAX_BWI,4167,10.78,16.77
PHX_SEA,21343,10.78,16.27
BNA_MSP,4837,10.77,13.69
PHX_SGU,2008,10.77,14.04
ELP_SAT,2397,10.76,16.15
SEA_SBP,995,10.76,19.2
MCI_DTW,4011,10.76,10.67
BDL_IAD,2223,10.76,13.0
SLC_SEA,11679,10.76,18.26
MYR_ATL,4256,10.75,10.53
KTN_SEA,4045,10.75,13.92
MSP_JAX,1019,10.74,14.72
SFO_MCI,1160,10.74,16.72
AUS_ABQ,2801,10.73,18.67
ATL_CHS,8472,10.73,16.95
BWI_GRR,1150,10.73,17.39
MSP_SAN,3936,10.73,18.75
HNL_SLC,1835,10.73,12.7
ATL_PIT,8333,10.73,16.58
GRR_LGA,2833,10.72,15.25
SJC_PHX,9162,10.71,14.76
PHX_SNA,12963,10.7,16.93
SEA_OMA,1353,10.7,19.96
OAK_RNO,1417,10.7,17.36
COS_MDW,1171,10.7,17.85
SEA_DAL,1055,10.7,21.14
SAV_ATL,8153,10.69,13.16
LAX_TPA,3192,10.69,14.91
BNA_ECP,3107,10.69,18.86
HNL_DEN,1680,10.69,14.7
ANC_BET,2116,10.69,18.19
EWR_SNA,3170,10.69,15.93
SDF_TPA,1316,10.68,15.5
CLT_BGR,619,10.68,14.54
SRQ_BWI,4093,10.68,15.73
MSP_SAV,591,10.68,15.23
TUL_AUS,1293,10.67,13.92
DTW_CVG,2774,10.67,13.7
SBA_LAS,2677,10.67,15.43
SEA_MDW,1647,10.65,21.01
MDW_RIC,1387,10.64,20.19
SAT_FLL,949,10.64,13.8
PHL_LGA,1706,10.64,13.72
HOU_BWI,4136,10.64,18.42
GEG_LAS,2225,10.63,17.44
DTW_RDU,4532,10.63,15.11
HOU_BNA,5199,10.62,16.87
ECP_HOU,1228,10.61,16.12
DAL_OMA,1263,10.61,18.21
SLC_ATL,8882,10.61,15.04
XNA_ATL,3784,10.6,10.84
STL_CMH,1946,10.6,17.21
MEM_DTW,2416,10.6,11.01
PDX_IAD,868,10.59,10.37
RIC_IAH,575,10.59,14.43
ATL_SLC,8883,10.59,16.33
PIT_EWR,7070,10.58,14.03
IND_BWI,3518,10.58,15.66
LGB_RNO,2138,10.58,18.24
PIT_MDW,3716,10.58,16.44
BNA_HOU,5147,10.58,17.39
ATL_TRI,3287,10.58,12.96
MIA_GNV,1014,10.57,18.54
SEA_RDD,651,10.57,19.97
ATL_GPT,3667,10.57,14.04
LAS_LIT,895,10.57,20.22
ATL_CAE,6028,10.57,15.31
SFO_SAT,1295,10.56,15.21
SEA_CMH,1383,10.56,22.56
DTW_MSY,2369,10.56,17.01
ATL_MKE,7070,10.56,17.3
ORF_IAD,1906,10.55,13.43
MSY_MCI,1172,10.55,16.13
CMH_AUS,1074,10.53,18.72
MSY_MDW,3001,10.53,17.09
PHX_IAD,2834,10.53,14.36
MYR_BNA,1895,10.53,16.83
GSP_MIA,1459,10.53,13.64
SLC_HOU,1163,10.53,18.4
MDW_BNA,5939,10.53,17.26
SAN_MSP,3936,10.52,13.72
SJC_DEN,8791,10.52,16.07
PHX_LAX,21231,10.52,16.3
PDX_DCA,1079,10.51,19.56
MSP_BNA,4831,10.51,16.77
DFW_HRL,4495,10.51,16.28
GTF_SEA,630,10.51,16.83
DAL_SEA,1042,10.51,19.67
ATL_JAN,8015,10.51,15.15
JAX_HOU,967,10.5,15.1
MHT_MDW,1549,10.5,15.04
BGR_LGA,2251,10.5,11.77
MDW_STL,5782,10.5,17.1
EWR_AVL,1413,10.5,14.79
MSP_SRQ,752,10.5,14.36
MYR_LBE,579,10.49,16.06
MSP_DSM,2064,10.49,15.5
TLH_ATL,5346,10.49,11.41
DTW_MCI,4013,10.48,13.88
AZA_BIL,539,10.48,15.4
SMF_GEG,1946,10.48,18.09
BNA_PDX,659,10.48,17.6
ATL_BZN,1096,10.47,15.97
MIA_TLH,3518,10.47,18.73
DFW_FAR,2688,10.46,16.93
SAT_HOU,4844,10.46,17.42
HRL_AUS,2110,10.46,16.45
BNA_BWI,5742,10.46,17.61
SFO_ANC,761,10.45,18.4
CMH_ATL,9336,10.43,12.78
DTW_MYR,1801,10.43,14.55
OKC_SLC,2123,10.43,10.79
SLC_MEM,1090,10.42,15.23
PIT_DAL,1071,10.42,17.09
ISP_BWI,3870,10.41,13.8
LGB_HNL,2166,10.41,16.62
BOS_IND,5692,10.41,13.32
MKE_DAL,1160,10.41,18.28
LGB_AUS,1749,10.4,16.3
MRY_LAX,2282,10.4,11.09
OAK_GEG,1804,10.4,18.68
SMF_DAL,1650,10.39,18.91
PIT_AUS,816,10.39,19.73
LAX_BWI,5014,10.39,17.05
PHX_DRO,2717,10.39,12.4
MSP_SDF,2207,10.38,15.59
MCI_ATL,9704,10.37,12.65
SRQ_HOU,703,10.37,14.65
DTW_BNA,6737,10.37,15.96
MEM_MSP,2593,10.36,11.57
ABQ_DAL,5012,10.36,16.06
PIT_BNA,2885,10.36,15.18
IND_AUS,2573,10.35,17.37
ATL_GNV,4824,10.35,14.7
FLL_IAD,2309,10.34,12.69
STL_ATL,10443,10.34,14.13
BNA_PNS,2566,10.34,17.58
ECP_DAL,1961,10.33,16.27
AUS_IAD,3284,10.33,12.76
SEA_BWI,1753,10.32,21.05
PDX_SAN,4963,10.31,17.77
DTW_SEA,6102,10.3,16.16
LIT_DAL,3047,10.29,14.54
ORF_BWI,4572,10.27,16.01
TUL_LAS,2079,10.27,16.11
DFW_BMI,2050,10.27,15.76
OMA_HOU,1116,10.26,15.23
MYR_DTW,1793,10.26,11.99
BOI_SLC,5072,10.26,11.16
MSY_STL,2140,10.25,16.96
MIA_PNS,3272,10.25,17.08
PHX_LIH,1147,10.24,17.52
ORD_HNL,1227,10.24,14.02
PDX_TUS,600,10.24,17.83
MCI_LGB,599,10.24,17.2
ATL_TUL,4510,10.24,14.66
ACY_PBI,1104,10.24,15.04
SFO_TPA,1836,10.24,16.01
TPA_SDF,1327,10.24,15.52
OKC_HOU,3929,10.24,16.62
CVG_SEA,2182,10.24,16.91
GSO_EWR,1439,10.24,12.86
PDX_DTW,956,10.24,14.64
PDX_ANC,1727,10.24,19.51
ATL_DAB,4470,10.23,14.85
TPA_ALB,662,10.23,16.16
SUN_SLC,2607,10.23,6.44
SNA_SEA,11915,10.22,13.81
MSP_IAD,2693,10.22,15.82
LGB_DAL,1829,10.22,15.69
OMA_MDW,4364,10.22,15.72
PHX_IDA,600,10.22,14.67
MKE_ATL,7046,10.21,12.3
MSP_PSP,917,10.21,17.67
SAT_DAL,8290,10.21,15.57
MSP_GEG,2360,10.21,17.12
CMH_STL,1931,10.2,16.05
SFO_DCA,2475,10.2,16.04
ATL_SDF,8449,10.19,15.49
BNA_ATL,11535,10.18,13.39
CMH_MDW,4259,10.18,15.21
SLC_RDU,1207,10.17,13.5
SEA_RDM,5203,10.17,15.68
PSP_LAX,793,10.17,13.49
PHX_TUS,8998,10.17,13.85
JNU_PSG,1062,10.16,16.85
LAX_EUG,1010,10.16,16.14
HHH_ATL,579,10.16,11.4
STL_MDW,5753,10.15,16.2
ATL_BTR,3923,10.15,13.28
BWI_MEM,691,10.15,18.09
SLC_GEG,5030,10.15,13.3
SFO_MFR,2806,10.15,14.93
MKE_BWI,2556,10.14,14.51
PNS_ATL,7571,10.12,9.76
ATL_GSO,7359,10.12,15.14
RDM_SLC,2186,10.12,9.33
PAE_PHX,1499,10.11,14.61
TYS_ATL,6669,10.11,10.75
ATL_HSV,6765,10.11,14.55
ATL_SMF,2865,10.1,16.2
SFO_OGG,4476,10.09,13.74
LAX_RDD,1060,10.09,10.75
SAT_BWI,2518,10.09,15.81
EWR_ILM,886,10.09,16.59
BDL_BWI,5052,10.08,15.06
AUS_HRL,2113,10.08,17.13
GSP_BWI,1640,10.08,15.24
MCI_SEA,3392,10.08,14.92
EWR_MDT,636,10.08,15.41
DTW_BGM,575,10.07,13.39
PHX_SLC,16670,10.07,14.83
SFO_FCA,500,10.07,19.8
LAX_SAN,6399,10.06,12.83
MYR_MDW,1293,10.05,13.92
MEM_ATL,10028,10.04,11.92
EWR_DCA,1290,10.04,15.19
SAN_PDX,4947,10.04,16.72
MHT_EWR,633,10.03,13.11
STL_SLC,2923,10.03,10.2
SEA_MSY,1994,10.03,21.31
SEA_PSC,6113,10.02,16.13
SFO_CLE,1724,10.0,14.21
RDU_BNA,6401,10.0,14.89
SJC_MSP,1396,10.0,9.74
TUL_HOU,2090,10.0,15.55
LAX_RNO,8005,9.98,13.63
SAN_RDM,779,9.98,16.94
SMF_ATL,2854,9.98,10.3
SEA_RDU,2591,9.98,19.45
IAD_SDF,1268,9.98,11.51
SDF_ATL,8455,9.98,10.73
GRR_AZA,600,9.98,15.0
MCI_MDW,6612,9.98,15.59
ATL_LEX,5980,9.97,14.3
SEA_PDX,16136,9.97,18.16
SLC_BOI,5073,9.97,13.31
SYR_BWI,1668,9.96,15.23
SLC_EKO,1230,9.96,6.83
PDX_FAT,1717,9.96,14.27
ALB_EWR,800,9.95,12.88
HNL_GUM,1081,9.95,16.19
HNL_LAS,5162,9.95,15.77
SAT_ELP,2413,9.95,16.0
ATL_GSP,8940,9.94,15.75
STL_JAX,1198,9.94,17.95
PHX_MFR,2161,9.94,13.47
SBA_OAK,1050,9.94,16.0
PNS_HOU,1128,9.94,14.63
MSP_ESC,787,9.93,11.31
HOU_MSY,6685,9.92,15.9
SLC_SMF,5955,9.91,14.01
BNA_MDW,5904,9.9,15.8
JAN_ATL,8014,9.89,11.33
LGA_ALB,1510,9.89,16.09
PNS_DAL,1332,9.89,13.96
SFO_MSP,5691,9.89,13.51
MSP_LAS,7819,9.89,16.36
MSY_SLC,1183,9.88,12.17
FAR_AZA,990,9.88,14.24
IDA_SLC,3238,9.88,8.83
HRL_HOU,3991,9.87,14.88
ONT_SEA,7349,9.86,13.08
MSP_RAP,2249,9.85,12.58
LAX_MSP,6912,9.84,13.57
SEA_SJC,13800,9.84,17.23
DTW_SLC,4567,9.84,14.67
LEX_ATL,5989,9.83,10.22
LIH_KOA,1092,9.83,18.86
ANC_SEA,21768,9.82,14.74
BOI_SMF,2604,9.81,15.51
OME_ANC,807,9.81,17.6
ATL_ILM,3483,9.8,13.67
ATL_DSM,3468,9.78,13.64
EWR_BZN,858,9.78,13.4
IND_LGA,7700,9.78,13.53
ELP_LAX,4055,9.77,12.58
LAX_SEA,22209,9.77,14.35
BUR_SLC,4287,9.77,11.2
SDF_BWI,2614,9.76,14.19
LGB_MCI,598,9.76,16.39
PIT_JFK,5245,9.76,11.95
RDU_IAD,2992,9.76,12.47
BHM_ATL,8681,9.75,10.31
MAF_HOU,3822,9.75,13.37
ATL_XNA,3776,9.75,13.08
OGG_PHX,2248,9.75,4.89
LAX_IAD,7368,9.74,14.58
SMF_AUS,1774,9.74,17.08
RDU_STL,1702,9.73,15.51
SMF_BOI,2599,9.73,17.08
PGD_PIA,548,9.73,15.51
LAX_MDW,4130,9.72,17.72
PHX_YUM,3819,9.72,12.23
BNA_BUF,571,9.7,16.29
RNO_LGB,2137,9.7,16.19
IAD_IND,3305,9.69,12.68
SMF_IAD,922,9.69,11.17
BNA_ORF,1231,9.69,15.35
PHX_PSC,1131,9.69,12.02
SEA_SLC,11693,9.69,16.03
CVG_MDW,2322,9.68,13.87
MSP_LAX,6910,9.68,15.47
LBE_MYR,579,9.68,14.16
CMH_EWR,5591,9.67,13.74
ANC_OME,1212,9.67,19.39
OAK_PDX,5636,9.67,16.94
TPA_SLC,1092,9.66,11.9
CVG_DTW,2774,9.65,11.57
ALB_BWI,4895,9.65,13.34
JAN_BWI,933,9.65,14.26
SEA_SBA,1157,9.65,17.29
PDX_ONT,1611,9.64,14.34
DAY_DEN,819,9.64,10.87
MYR_BWI,3191,9.64,14.57
ELP_ATL,2086,9.64,11.22
OGG_LIH,4426,9.63,18.1
BOI_SAN,2034,9.63,16.22
IAD_PIT,2591,9.63,13.24
BHM_LGA,1868,9.62,11.72
ECP_STL,928,9.62,16.92
PDX_OGG,2057,9.61,11.96
DFW_TRI,1747,9.61,16.03
MSP_TPA,3537,9.6,15.18
ATL_OAJ,1572,9.6,11.01
PHX_GJT,3017,9.59,12.3
CHS_IAD,1968,9.59,10.57
STL_ECP,926,9.59,18.57
MCI_MKE,940,9.58,15.96
SMF_SEA,12391,9.57,16.37
PHX_SAF,1231,9.57,15.11
HRL_DAL,766,9.56,13.71
ATL_MSN,3028,9.56,14.0
HOU_STL,4469,9.56,15.46
SAN_DTW,3631,9.56,14.05
LAS_MFE,1119,9.55,13.49
CHS_ATL,8469,9.54,11.82
GRR_ATL,4105,9.54,12.4
SMF_PDX,5402,9.54,15.4
HOU_SJC,1080,9.53,18.15
OKC_SEA,1044,9.53,19.64
SDF_EWR,2873,9.52,12.74
SLC_SJC,5490,9.52,13.3
LGB_PHX,4158,9.52,15.2
OGG_SJC,2188,9.52,14.67
SDF_MDW,3055,9.52,13.19
CLE_IAH,3080,9.51,13.34
GEG_ATL,1398,9.51,14.02
MFR_SEA,3199,9.51,9.16
LBB_DAL,4798,9.5,12.34
CHS_BWI,3574,9.5,16.26
AZA_SGF,539,9.48,12.8
RDU_BWI,5360,9.48,15.34
SAN_LAX,6408,9.46,11.13
DSM_DTW,1823,9.46,10.15
OAK_MDW,1762,9.46,17.08
SJC_SEA,13773,9.45,15.0
MSP_PDX,3902,9.45,14.45
FAT_LAX,2300,9.45,10.65
PSP_OAK,1626,9.44,15.44
OKC_MDW,1547,9.44,13.96
PIE_BGR,595,9.43,12.77
SLC_MSO,3144,9.43,9.57
ANC_HNL,1093,9.42,16.38
SLC_BNA,3032,9.42,14.08
MSN_LGA,1647,9.41,10.87
CAE_ATL,6027,9.41,10.74
PGD_CID,510,9.41,11.96
ELP_DAL,5147,9.41,13.7
BUF_BWI,5071,9.41,13.92
OMA_SEA,1354,9.41,15.07
SJC_DAL,1813,9.41,15.77
CVG_BWI,2369,9.4,14.56
CHS_BNA,2413,9.4,15.33
ABQ_MCI,931,9.4,19.98
GEG_SEA,15421,9.39,14.16
GSO_ATL,7354,9.39,10.38
SEA_CVG,2182,9.38,16.18
ATL_ICT,3171,9.38,13.88
SEA_FAT,2652,9.38,15.99
ATL_MLU,1606,9.37,12.83
CLE_MDW,3729,9.36,14.37
JNU_YAK,1047,9.36,16.05
OMA_BNA,623,9.36,14.77
SNA_DAL,1084,9.36,16.51
BOS_ILM,837,9.35,14.22
BNA_STL,3767,9.35,15.95
CRP_HOU,3393,9.34,12.02
HNL_MSP,1079,9.34,13.16
HSV_ATL,6767,9.34,10.54
OGG_ITO,1259,9.33,17.08
TUS_HOU,1044,9.33,15.13
SLC_DTW,4557,9.32,13.25
PHX_DCA,3224,9.31,13.55
ABQ_ATL,2917,9.31,10.66
